date_secu,time_secu,transaction_id,user_id,ip_address,resultado_validación,motivo_fallo,modulo,verificaciones_realizadas
13/05/2025,08:08:15 a. m.,txn-0495,user51,219.18.58.152,Aprobada,,mobile,"geolocalización,frecuencia,token"
13/05/2025,08:08:16 a. m.,txn-0496,user22,24.173.20.172,Aprobada,,api,geolocalización
13/05/2025,08:08:17 a. m.,txn-0497,user44,82.239.111.122,Aprobada,,web,token
13/05/2025,08:08:18 a. m.,txn-0498,user25,206.12.128.10,Aprobada,,web,frecuencia
13/05/2025,08:08:19 a. m.,txn-0499,user1,12.68.148.254,Aprobada,,api,"geolocalización,token"
13/05/2025,08:08:20 a. m.,txn-0500,user54,69.217.68.53,Aprobada,,mobile,"geolocalización,token"
13/05/2025,08:08:21 a. m.,txn-0501,user86,220.92.38.203,Aprobada,,mobile,"geolocalización,blacklist"
13/05/2025,08:08:22 a. m.,txn-0502,user88,115.109.245.127,Aprobada,,mobile,"token,geolocalización"
13/05/2025,08:08:23 a. m.,txn-0503,user14,73.202.51.146,Aprobada,,web,geolocalización
13/05/2025,08:08:24 a. m.,txn-0504,user88,98.105.86.241,Aprobada,,web,frecuencia
13/05/2025,08:08:25 a. m.,txn-0505,user93,172.100.117.125,Aprobada,,mobile,"token,geolocalización"
13/05/2025,08:08:26 a. m.,txn-0506,user71,32.107.42.75,Aprobada,,mobile,geolocalización
13/05/2025,08:08:27 a. m.,txn-0507,user72,189.153.172.99,Aprobada,,web,"geolocalización,token"
13/05/2025,08:08:28 a. m.,txn-0508,user42,163.73.253.217,Aprobada,,mobile,"geolocalización,blacklist"
13/05/2025,08:08:29 a. m.,txn-0509,user62,51.100.228.82,Aprobada,,mobile,"geolocalización,blacklist,token"
13/05/2025,08:08:30 a. m.,txn-0510,user49,201.240.209.10,Aprobada,,web,"token,geolocalización"
13/05/2025,08:08:31 a. m.,txn-0511,user81,57.149.240.157,Aprobada,,api,geolocalización
13/05/2025,08:08:32 a. m.,txn-0512,user1,4.131.20.5,Aprobada,,api,"geolocalización,frecuencia"
13/05/2025,08:08:33 a. m.,txn-0513,user64,108.111.69.241,Aprobada,,mobile,"geolocalización,frecuencia,blacklist"
13/05/2025,08:08:34 a. m.,txn-0514,user7,172.63.226.214,Aprobada,,mobile,blacklist
13/05/2025,08:08:35 a. m.,txn-0515,user49,87.63.219.24,Aprobada,,web,"token,blacklist,frecuencia"
13/05/2025,08:08:36 a. m.,txn-0516,user78,109.162.235.189,Aprobada,,mobile,"frecuencia,token,geolocalización"
13/05/2025,08:08:37 a. m.,txn-0517,user78,202.87.19.251,Aprobada,,api,geolocalización
13/05/2025,08:08:38 a. m.,txn-0518,user66,138.130.137.99,Aprobada,,mobile,blacklist
13/05/2025,08:08:39 a. m.,txn-0519,user15,79.85.52.26,Aprobada,,web,"blacklist,token,geolocalización"
13/05/2025,08:08:40 a. m.,txn-0520,user35,35.82.127.228,Aprobada,,api,"geolocalización,blacklist,token"
13/05/2025,08:08:41 a. m.,txn-0521,user64,104.187.151.20,Aprobada,,web,blacklist
13/05/2025,08:08:42 a. m.,txn-0522,user56,210.16.198.18,Rechazada,Límite diario excedido,mobile,"token,geolocalización"
13/05/2025,08:08:43 a. m.,txn-0523,user69,132.242.186.72,Aprobada,,api,"blacklist,token"
13/05/2025,08:08:44 a. m.,txn-0524,user17,177.166.238.212,Aprobada,,api,"blacklist,frecuencia"
13/05/2025,08:08:45 a. m.,txn-0525,user41,44.254.94.146,Aprobada,,web,"blacklist,geolocalización"
13/05/2025,08:08:46 a. m.,txn-0526,user79,183.186.210.26,Aprobada,,mobile,"frecuencia,token,blacklist"
13/05/2025,08:08:47 a. m.,txn-0527,user4,84.37.211.252,Aprobada,,web,"blacklist,frecuencia,geolocalización"
13/05/2025,08:08:48 a. m.,txn-0528,user84,163.88.108.160,Aprobada,,web,"geolocalización,blacklist"
13/05/2025,08:08:49 a. m.,txn-0529,user30,58.26.203.87,Aprobada,,web,token
13/05/2025,08:08:50 a. m.,txn-0530,user70,210.177.152.92,Aprobada,,web,frecuencia
13/05/2025,08:08:51 a. m.,txn-0531,user17,20.60.242.122,Aprobada,,web,"blacklist,token"
13/05/2025,08:08:52 a. m.,txn-0532,user14,74.181.187.62,Aprobada,,mobile,"blacklist,geolocalización,token"
13/05/2025,08:08:53 a. m.,txn-0533,user48,204.97.182.159,Aprobada,,web,token
13/05/2025,08:08:54 a. m.,txn-0534,user70,198.159.66.62,Aprobada,,api,"frecuencia,blacklist"
13/05/2025,08:08:55 a. m.,txn-0535,user94,128.129.245.174,Aprobada,,api,"frecuencia,token,blacklist"
13/05/2025,08:08:56 a. m.,txn-0536,user92,162.22.175.220,Aprobada,,api,"token,frecuencia"
13/05/2025,08:08:57 a. m.,txn-0537,user11,104.112.177.216,Aprobada,,mobile,frecuencia
13/05/2025,08:08:58 a. m.,txn-0538,user47,16.109.167.201,Aprobada,,api,geolocalización
13/05/2025,08:08:59 a. m.,txn-0539,user94,73.150.172.191,Aprobada,,web,"blacklist,geolocalización"
13/05/2025,08:09:00 a. m.,txn-0540,user4,148.1.26.89,Aprobada,,mobile,"token,geolocalización,blacklist"
13/05/2025,08:09:01 a. m.,txn-0541,user52,94.10.48.171,Aprobada,,mobile,token
13/05/2025,08:09:02 a. m.,txn-0542,user58,135.254.221.174,Aprobada,,api,"blacklist,frecuencia,geolocalización"
13/05/2025,08:09:03 a. m.,txn-0543,user53,75.102.78.107,Aprobada,,mobile,"frecuencia,geolocalización,blacklist"
13/05/2025,08:09:04 a. m.,txn-0544,user27,113.37.93.96,Aprobada,,web,"frecuencia,token,geolocalización"
13/05/2025,08:09:05 a. m.,txn-0545,user75,22.77.120.143,Rechazada,IP sospechosa,api,"geolocalización,blacklist"
13/05/2025,08:09:06 a. m.,txn-0546,user16,44.222.64.114,Aprobada,,mobile,"blacklist,token,frecuencia"
13/05/2025,08:09:07 a. m.,txn-0547,user87,132.94.58.52,Aprobada,,web,"blacklist,geolocalización,frecuencia"
13/05/2025,08:09:08 a. m.,txn-0548,user62,219.37.30.90,Aprobada,,api,"geolocalización,frecuencia,blacklist"
13/05/2025,08:09:09 a. m.,txn-0549,user94,182.163.178.23,Aprobada,,mobile,token
13/05/2025,08:09:10 a. m.,txn-0550,user64,133.98.222.160,Aprobada,,api,frecuencia
13/05/2025,08:09:11 a. m.,txn-0551,user69,170.122.204.113,Aprobada,,web,"frecuencia,token"
13/05/2025,08:09:12 a. m.,txn-0552,user94,15.248.215.235,Aprobada,,api,"frecuencia,blacklist"
13/05/2025,08:09:13 a. m.,txn-0553,user5,218.152.182.214,Aprobada,,mobile,"geolocalización,token"
13/05/2025,08:09:14 a. m.,txn-0554,user60,169.15.209.18,Aprobada,,web,frecuencia
13/05/2025,08:09:15 a. m.,txn-0555,user46,136.230.0.223,Aprobada,,web,"blacklist,frecuencia"
13/05/2025,08:09:16 a. m.,txn-0556,user100,3.18.250.251,Aprobada,,web,"frecuencia,geolocalización"
13/05/2025,08:09:17 a. m.,txn-0557,user69,52.46.109.45,Aprobada,,web,"frecuencia,blacklist,geolocalización"
13/05/2025,08:09:18 a. m.,txn-0558,user20,135.143.105.247,Aprobada,,mobile,"frecuencia,geolocalización,blacklist"
13/05/2025,08:09:19 a. m.,txn-0559,user87,68.140.77.48,Aprobada,,web,frecuencia
13/05/2025,08:09:20 a. m.,txn-0560,user15,208.137.228.33,Rechazada,Límite diario excedido,mobile,"token,frecuencia"
13/05/2025,08:09:21 a. m.,txn-0561,user88,143.32.207.17,Aprobada,,api,"geolocalización,blacklist,token"
13/05/2025,08:09:22 a. m.,txn-0562,user68,16.227.216.78,Aprobada,,api,token
13/05/2025,08:09:23 a. m.,txn-0563,user84,36.199.66.34,Aprobada,,web,geolocalización
13/05/2025,08:09:24 a. m.,txn-0564,user30,52.199.94.16,Aprobada,,mobile,"token,geolocalización"
13/05/2025,08:09:25 a. m.,txn-0565,user100,210.20.151.121,Aprobada,,mobile,"frecuencia,token,blacklist"
13/05/2025,08:09:26 a. m.,txn-0566,user14,15.96.15.66,Aprobada,,api,token
13/05/2025,08:09:27 a. m.,txn-0567,user34,196.166.25.73,Rechazada,IP sospechosa,mobile,"token,geolocalización,blacklist"
13/05/2025,08:09:28 a. m.,txn-0568,user51,166.66.85.109,Aprobada,,mobile,"frecuencia,blacklist"
13/05/2025,08:09:29 a. m.,txn-0569,user19,26.85.223.34,Rechazada,Límite diario excedido,api,"geolocalización,blacklist"
13/05/2025,08:09:30 a. m.,txn-0570,user48,210.227.214.111,Aprobada,,mobile,geolocalización
13/05/2025,08:09:31 a. m.,txn-0571,user74,207.85.139.49,Aprobada,,api,token
13/05/2025,08:09:32 a. m.,txn-0572,user56,126.138.11.9,Aprobada,,api,"blacklist,token"
13/05/2025,08:09:33 a. m.,txn-0573,user51,119.251.124.10,Rechazada,IP sospechosa,api,geolocalización
13/05/2025,08:09:34 a. m.,txn-0574,user2,163.243.21.183,Aprobada,,mobile,token
13/05/2025,08:09:35 a. m.,txn-0575,user91,91.104.201.149,Aprobada,,mobile,"token,geolocalización,blacklist"
13/05/2025,08:09:36 a. m.,txn-0576,user72,181.232.121.112,Aprobada,,mobile,"frecuencia,token,blacklist"
13/05/2025,08:09:37 a. m.,txn-0577,user76,6.217.7.165,Aprobada,,api,geolocalización
13/05/2025,08:09:38 a. m.,txn-0578,user12,16.173.174.237,Aprobada,,web,"geolocalización,frecuencia"
13/05/2025,08:09:39 a. m.,txn-0579,user19,75.31.124.37,Aprobada,,api,blacklist
13/05/2025,08:09:40 a. m.,txn-0580,user27,93.232.193.168,Aprobada,,web,"frecuencia,token"
13/05/2025,08:09:41 a. m.,txn-0581,user23,126.236.245.194,Aprobada,,mobile,"geolocalización,blacklist,frecuencia"
13/05/2025,08:09:42 a. m.,txn-0582,user56,108.82.161.35,Aprobada,,web,"geolocalización,frecuencia,token"
13/05/2025,08:09:43 a. m.,txn-0583,user94,38.8.220.138,Aprobada,,mobile,"token,blacklist,geolocalización"
13/05/2025,08:09:44 a. m.,txn-0584,user62,156.128.243.41,Aprobada,,web,frecuencia
13/05/2025,08:09:45 a. m.,txn-0585,user51,36.71.163.194,Aprobada,,api,"frecuencia,token"
13/05/2025,08:09:46 a. m.,txn-0586,user23,58.209.186.250,Aprobada,,api,frecuencia
13/05/2025,08:09:47 a. m.,txn-0587,user25,181.165.243.153,Aprobada,,mobile,"geolocalización,token"
13/05/2025,08:09:48 a. m.,txn-0588,user16,103.220.81.70,Aprobada,,mobile,"frecuencia,geolocalización,blacklist"
13/05/2025,08:09:49 a. m.,txn-0589,user26,25.252.194.89,Aprobada,,api,"geolocalización,blacklist"
13/05/2025,08:09:50 a. m.,txn-0590,user25,214.34.30.209,Aprobada,,api,"blacklist,token"
13/05/2025,08:09:51 a. m.,txn-0591,user41,191.251.15.78,Aprobada,,mobile,"blacklist,token"
13/05/2025,08:09:52 a. m.,txn-0592,user23,45.234.226.37,Aprobada,,mobile,"token,geolocalización"
13/05/2025,08:09:53 a. m.,txn-0593,user26,103.181.162.190,Aprobada,,web,token
13/05/2025,08:09:54 a. m.,txn-0594,user11,80.52.223.220,Aprobada,,api,"geolocalización,token,frecuencia"
13/05/2025,08:09:55 a. m.,txn-0595,user6,183.163.237.225,Aprobada,,api,"geolocalización,blacklist"
13/05/2025,08:09:56 a. m.,txn-0596,user56,51.247.241.253,Aprobada,,mobile,"blacklist,token"
13/05/2025,08:09:57 a. m.,txn-0597,user89,138.66.236.12,Aprobada,,web,"frecuencia,token,blacklist"
13/05/2025,08:09:58 a. m.,txn-0598,user78,175.184.90.101,Aprobada,,api,blacklist
13/05/2025,08:09:59 a. m.,txn-0599,user20,217.192.179.208,Aprobada,,web,token
13/05/2025,08:10:00 a. m.,txn-0600,user5,155.67.89.161,Aprobada,,web,"blacklist,frecuencia,token"
13/05/2025,08:10:01 a. m.,txn-0601,user95,20.174.183.36,Aprobada,,mobile,"frecuencia,geolocalización"
13/05/2025,08:10:02 a. m.,txn-0602,user52,62.114.193.220,Aprobada,,api,frecuencia
13/05/2025,08:10:03 a. m.,txn-0603,user95,42.90.42.198,Aprobada,,web,frecuencia
13/05/2025,08:10:04 a. m.,txn-0604,user67,221.169.130.253,Aprobada,,mobile,geolocalización
13/05/2025,08:10:05 a. m.,txn-0605,user58,61.119.86.111,Aprobada,,web,"geolocalización,token"
13/05/2025,08:10:06 a. m.,txn-0606,user7,23.55.255.246,Aprobada,,web,token
13/05/2025,08:10:07 a. m.,txn-0607,user45,90.101.232.230,Aprobada,,mobile,"geolocalización,frecuencia"
13/05/2025,08:10:08 a. m.,txn-0608,user73,6.163.179.94,Aprobada,,api,frecuencia
13/05/2025,08:10:09 a. m.,txn-0609,user95,109.191.173.208,Aprobada,,mobile,"geolocalización,frecuencia"
13/05/2025,08:10:10 a. m.,txn-0610,user83,205.148.131.162,Aprobada,,web,"frecuencia,geolocalización,token"
13/05/2025,08:10:11 a. m.,txn-0611,user37,54.249.141.34,Aprobada,,mobile,"token,geolocalización,frecuencia"
13/05/2025,08:10:12 a. m.,txn-0612,user30,60.6.113.73,Rechazada,Token inválido,web,"token,frecuencia"
13/05/2025,08:10:13 a. m.,txn-0613,user50,36.13.156.228,Rechazada,Límite diario excedido,mobile,blacklist
13/05/2025,08:10:14 a. m.,txn-0614,user17,83.12.238.28,Aprobada,,mobile,"geolocalización,blacklist"
13/05/2025,08:10:15 a. m.,txn-0615,user3,114.244.95.43,Aprobada,,web,"blacklist,frecuencia,token"
13/05/2025,08:10:16 a. m.,txn-0616,user62,145.187.31.45,Aprobada,,api,"blacklist,token,frecuencia"
13/05/2025,08:10:17 a. m.,txn-0617,user60,120.60.136.168,Aprobada,,mobile,"token,geolocalización,blacklist"
13/05/2025,08:10:18 a. m.,txn-0618,user96,20.66.52.114,Aprobada,,mobile,blacklist
13/05/2025,08:10:19 a. m.,txn-0619,user25,157.51.102.207,Rechazada,Token inválido,web,blacklist
13/05/2025,08:10:20 a. m.,txn-0620,user59,14.112.30.52,Aprobada,,web,blacklist
13/05/2025,08:10:21 a. m.,txn-0621,user33,35.6.216.250,Aprobada,,web,"frecuencia,blacklist,token"
13/05/2025,08:10:22 a. m.,txn-0622,user58,78.169.97.125,Aprobada,,web,"geolocalización,token"
13/05/2025,08:10:23 a. m.,txn-0623,user78,209.148.27.98,Aprobada,,web,geolocalización
13/05/2025,08:10:24 a. m.,txn-0624,user33,41.90.204.189,Aprobada,,web,token
13/05/2025,08:10:25 a. m.,txn-0625,user88,93.53.181.60,Aprobada,,mobile,"geolocalización,token,frecuencia"
13/05/2025,08:10:26 a. m.,txn-0626,user92,111.228.192.144,Aprobada,,web,"geolocalización,frecuencia"
13/05/2025,08:10:27 a. m.,txn-0627,user80,63.243.22.80,Aprobada,,api,"blacklist,geolocalización"
13/05/2025,08:10:28 a. m.,txn-0628,user59,55.25.207.240,Aprobada,,web,"token,frecuencia"
13/05/2025,08:10:29 a. m.,txn-0629,user96,214.238.178.168,Aprobada,,mobile,geolocalización
13/05/2025,08:10:30 a. m.,txn-0630,user77,204.167.162.31,Aprobada,,api,"blacklist,geolocalización,frecuencia"
13/05/2025,08:10:31 a. m.,txn-0631,user63,37.186.21.5,Aprobada,,mobile,geolocalización
13/05/2025,08:10:32 a. m.,txn-0632,user93,41.90.61.83,Aprobada,,web,blacklist
13/05/2025,08:10:33 a. m.,txn-0633,user38,148.206.244.179,Rechazada,Token inválido,mobile,"geolocalización,blacklist,frecuencia"
13/05/2025,08:10:34 a. m.,txn-0634,user78,90.236.99.71,Rechazada,Token inválido,api,"frecuencia,geolocalización,token"
13/05/2025,08:10:35 a. m.,txn-0635,user40,29.13.56.138,Aprobada,,api,"geolocalización,token,blacklist"
13/05/2025,08:10:36 a. m.,txn-0636,user99,143.60.61.153,Rechazada,IP sospechosa,web,"frecuencia,blacklist"
13/05/2025,08:10:37 a. m.,txn-0637,user82,41.4.236.87,Aprobada,,web,geolocalización
13/05/2025,08:10:38 a. m.,txn-0638,user59,128.47.157.182,Aprobada,,web,"geolocalización,frecuencia"
13/05/2025,08:10:39 a. m.,txn-0639,user59,97.161.194.226,Aprobada,,mobile,"geolocalización,frecuencia,blacklist"
13/05/2025,08:10:40 a. m.,txn-0640,user32,165.3.111.1,Rechazada,Límite diario excedido,api,"frecuencia,blacklist,geolocalización"
13/05/2025,08:10:41 a. m.,txn-0641,user27,163.59.50.159,Aprobada,,mobile,"frecuencia,token"
13/05/2025,08:10:42 a. m.,txn-0642,user67,146.178.146.79,Aprobada,,mobile,"frecuencia,geolocalización,token"
13/05/2025,08:10:43 a. m.,txn-0643,user21,160.7.31.25,Aprobada,,api,"frecuencia,blacklist"
13/05/2025,08:10:44 a. m.,txn-0644,user92,12.21.73.13,Aprobada,,api,blacklist
13/05/2025,08:10:45 a. m.,txn-0645,user16,115.216.5.165,Aprobada,,api,"token,frecuencia,blacklist"
13/05/2025,08:10:46 a. m.,txn-0646,user82,120.154.166.247,Aprobada,,web,"blacklist,geolocalización"
13/05/2025,08:10:47 a. m.,txn-0647,user99,75.215.80.181,Aprobada,,api,"blacklist,geolocalización"
13/05/2025,08:10:48 a. m.,txn-0648,user80,178.200.2.28,Aprobada,,api,"blacklist,token,geolocalización"
13/05/2025,08:10:49 a. m.,txn-0649,user89,169.51.7.192,Aprobada,,mobile,"geolocalización,blacklist,frecuencia"
13/05/2025,08:10:50 a. m.,txn-0650,user46,202.242.137.80,Aprobada,,api,geolocalización
13/05/2025,08:10:51 a. m.,txn-0651,user76,69.214.193.228,Aprobada,,mobile,frecuencia
13/05/2025,08:10:52 a. m.,txn-0652,user64,116.183.89.15,Aprobada,,api,"frecuencia,geolocalización"
13/05/2025,08:10:53 a. m.,txn-0653,user21,146.45.99.54,Aprobada,,web,"blacklist,token"
13/05/2025,08:10:54 a. m.,txn-0654,user48,36.45.196.187,Aprobada,,mobile,blacklist
13/05/2025,08:10:55 a. m.,txn-0655,user15,66.172.62.57,Aprobada,,web,"frecuencia,blacklist,token"
13/05/2025,08:10:56 a. m.,txn-0656,user91,112.65.179.238,Aprobada,,web,"token,blacklist,geolocalización"
13/05/2025,08:10:57 a. m.,txn-0657,user54,115.117.80.125,Aprobada,,mobile,geolocalización
13/05/2025,08:10:58 a. m.,txn-0658,user68,200.50.208.205,Aprobada,,api,"geolocalización,token,frecuencia"
13/05/2025,08:10:59 a. m.,txn-0659,user24,126.247.139.103,Aprobada,,web,"frecuencia,blacklist,geolocalización"
13/05/2025,08:11:00 a. m.,txn-0660,user16,51.220.46.78,Aprobada,,web,blacklist
13/05/2025,08:11:01 a. m.,txn-0661,user8,152.228.214.76,Aprobada,,web,geolocalización
13/05/2025,08:11:02 a. m.,txn-0662,user90,192.52.7.60,Aprobada,,api,blacklist
13/05/2025,08:11:03 a. m.,txn-0663,user18,111.215.47.86,Aprobada,,web,"blacklist,token,frecuencia"
13/05/2025,08:11:04 a. m.,txn-0664,user63,22.11.102.96,Aprobada,,mobile,frecuencia
13/05/2025,08:11:05 a. m.,txn-0665,user73,184.112.198.147,Aprobada,,api,"frecuencia,blacklist"
13/05/2025,08:11:06 a. m.,txn-0666,user29,111.196.88.130,Aprobada,,web,token
13/05/2025,08:11:07 a. m.,txn-0667,user83,58.114.83.48,Aprobada,,web,"blacklist,geolocalización"
13/05/2025,08:11:08 a. m.,txn-0668,user60,3.112.21.148,Aprobada,,mobile,"blacklist,token,frecuencia"
13/05/2025,08:11:09 a. m.,txn-0669,user41,119.62.29.60,Aprobada,,web,frecuencia
13/05/2025,08:11:10 a. m.,txn-0670,user12,106.188.179.108,Aprobada,,api,"geolocalización,token,frecuencia"
13/05/2025,08:11:11 a. m.,txn-0671,user78,30.162.212.73,Aprobada,,mobile,"token,frecuencia"
13/05/2025,08:11:12 a. m.,txn-0672,user61,52.1.191.41,Rechazada,Token inválido,api,"geolocalización,frecuencia,blacklist"
13/05/2025,08:11:13 a. m.,txn-0673,user84,150.227.202.138,Aprobada,,web,"blacklist,frecuencia,token"
13/05/2025,08:11:14 a. m.,txn-0674,user49,166.201.156.43,Aprobada,,api,"token,frecuencia"
13/05/2025,08:11:15 a. m.,txn-0675,user44,223.176.203.26,Aprobada,,mobile,geolocalización
13/05/2025,08:11:16 a. m.,txn-0676,user55,189.50.79.166,Aprobada,,mobile,blacklist
13/05/2025,08:11:17 a. m.,txn-0677,user56,27.205.28.35,Aprobada,,web,"frecuencia,geolocalización,blacklist"
13/05/2025,08:11:18 a. m.,txn-0678,user18,31.36.183.101,Aprobada,,web,"blacklist,token"
13/05/2025,08:11:19 a. m.,txn-0679,user100,100.140.223.38,Aprobada,,web,"token,frecuencia,blacklist"
13/05/2025,08:11:20 a. m.,txn-0680,user92,15.171.40.107,Aprobada,,mobile,geolocalización
13/05/2025,08:11:21 a. m.,txn-0681,user28,55.48.168.220,Aprobada,,web,token
13/05/2025,08:11:22 a. m.,txn-0682,user55,108.196.94.43,Aprobada,,api,"blacklist,geolocalización"
13/05/2025,08:11:23 a. m.,txn-0683,user32,132.100.181.168,Aprobada,,web,geolocalización
13/05/2025,08:11:24 a. m.,txn-0684,user10,3.223.203.134,Aprobada,,mobile,"token,blacklist,frecuencia"
13/05/2025,08:11:25 a. m.,txn-0685,user23,117.158.28.1,Aprobada,,api,blacklist
13/05/2025,08:11:26 a. m.,txn-0686,user50,69.112.182.33,Aprobada,,mobile,"geolocalización,token,frecuencia"
13/05/2025,08:11:27 a. m.,txn-0687,user24,122.50.54.223,Aprobada,,api,token
13/05/2025,08:11:28 a. m.,txn-0688,user20,210.123.40.136,Aprobada,,mobile,token
13/05/2025,08:11:29 a. m.,txn-0689,user68,145.20.101.202,Aprobada,,api,"frecuencia,blacklist"
13/05/2025,08:11:30 a. m.,txn-0690,user90,175.44.250.132,Aprobada,,api,"geolocalización,frecuencia,token"
13/05/2025,08:11:31 a. m.,txn-0691,user53,139.86.52.143,Rechazada,Token inválido,web,blacklist
13/05/2025,08:11:32 a. m.,txn-0692,user65,80.159.51.213,Aprobada,,web,blacklist
13/05/2025,08:11:33 a. m.,txn-0693,user85,193.201.78.133,Aprobada,,web,"frecuencia,token"
13/05/2025,08:11:34 a. m.,txn-0694,user84,139.94.172.56,Aprobada,,api,"token,geolocalización,frecuencia"
13/05/2025,08:11:35 a. m.,txn-0695,user97,202.5.16.188,Rechazada,IP sospechosa,api,frecuencia
13/05/2025,08:11:36 a. m.,txn-0696,user69,87.207.22.192,Rechazada,Límite diario excedido,api,geolocalización
13/05/2025,08:11:37 a. m.,txn-0697,user88,20.178.176.44,Aprobada,,mobile,"geolocalización,token,blacklist"
13/05/2025,08:11:38 a. m.,txn-0698,user89,12.234.38.177,Aprobada,,api,blacklist
13/05/2025,08:11:39 a. m.,txn-0699,user87,151.32.139.61,Rechazada,IP sospechosa,mobile,frecuencia
13/05/2025,08:11:40 a. m.,txn-0700,user43,31.20.162.166,Aprobada,,mobile,"frecuencia,token,geolocalización"
13/05/2025,08:11:41 a. m.,txn-0701,user48,198.242.121.194,Aprobada,,mobile,"token,frecuencia"
13/05/2025,08:11:42 a. m.,txn-0702,user19,105.66.7.253,Aprobada,,web,"frecuencia,blacklist"
13/05/2025,08:11:43 a. m.,txn-0703,user32,220.10.115.217,Rechazada,IP sospechosa,api,"frecuencia,geolocalización"
13/05/2025,08:11:44 a. m.,txn-0704,user5,41.181.7.189,Aprobada,,api,"geolocalización,blacklist"
13/05/2025,08:11:45 a. m.,txn-0705,user81,193.221.73.95,Aprobada,,api,token
13/05/2025,08:11:46 a. m.,txn-0706,user53,88.144.18.105,Aprobada,,web,"token,blacklist"
13/05/2025,08:11:47 a. m.,txn-0707,user85,130.140.226.177,Aprobada,,mobile,"geolocalización,blacklist,token"
13/05/2025,08:11:48 a. m.,txn-0708,user22,25.129.70.107,Aprobada,,api,"frecuencia,blacklist"
13/05/2025,08:11:49 a. m.,txn-0709,user95,159.226.49.207,Aprobada,,web,"blacklist,frecuencia,geolocalización"
13/05/2025,08:11:50 a. m.,txn-0710,user15,28.245.153.184,Aprobada,,web,blacklist
13/05/2025,08:11:51 a. m.,txn-0711,user12,35.106.70.215,Aprobada,,web,"frecuencia,token,blacklist"
13/05/2025,08:11:52 a. m.,txn-0712,user51,89.210.187.238,Aprobada,,web,"geolocalización,frecuencia"
13/05/2025,08:11:53 a. m.,txn-0713,user88,222.107.5.91,Aprobada,,mobile,token
13/05/2025,08:11:54 a. m.,txn-0714,user34,199.42.103.206,Aprobada,,mobile,"frecuencia,blacklist"
13/05/2025,08:11:55 a. m.,txn-0715,user57,80.170.63.49,Aprobada,,mobile,"token,frecuencia"
13/05/2025,08:11:56 a. m.,txn-0716,user24,160.223.183.24,Aprobada,,api,"geolocalización,blacklist"
13/05/2025,08:11:57 a. m.,txn-0717,user66,93.45.130.64,Aprobada,,mobile,"token,frecuencia,geolocalización"
13/05/2025,08:11:58 a. m.,txn-0718,user34,126.146.127.144,Aprobada,,api,"blacklist,token"
13/05/2025,08:11:59 a. m.,txn-0719,user16,86.180.166.232,Aprobada,,web,"token,geolocalización"
13/05/2025,08:12:00 a. m.,txn-0720,user79,22.28.91.180,Rechazada,Token inválido,api,"blacklist,geolocalización,token"
13/05/2025,08:12:01 a. m.,txn-0721,user25,9.135.184.148,Aprobada,,mobile,geolocalización
13/05/2025,08:12:02 a. m.,txn-0722,user38,60.167.111.36,Aprobada,,api,"frecuencia,token,geolocalización"
13/05/2025,08:12:03 a. m.,txn-0723,user10,58.74.110.162,Aprobada,,web,geolocalización
13/05/2025,08:12:04 a. m.,txn-0724,user47,64.147.151.241,Aprobada,,mobile,"geolocalización,token,frecuencia"
13/05/2025,08:12:05 a. m.,txn-0725,user69,28.83.11.253,Aprobada,,api,"frecuencia,token"
13/05/2025,08:12:06 a. m.,txn-0726,user44,199.227.114.211,Rechazada,Token inválido,mobile,"geolocalización,frecuencia,blacklist"
13/05/2025,08:12:07 a. m.,txn-0727,user88,135.21.173.24,Aprobada,,web,blacklist
13/05/2025,08:12:08 a. m.,txn-0728,user73,18.57.146.16,Aprobada,,mobile,geolocalización
13/05/2025,08:12:09 a. m.,txn-0729,user7,38.106.203.78,Aprobada,,web,"geolocalización,frecuencia,token"
13/05/2025,08:12:10 a. m.,txn-0730,user55,91.139.112.128,Rechazada,IP sospechosa,api,"token,blacklist,geolocalización"
13/05/2025,08:12:11 a. m.,txn-0731,user4,3.123.160.207,Aprobada,,web,"token,frecuencia"
13/05/2025,08:12:12 a. m.,txn-0732,user1,217.85.13.124,Aprobada,,web,"token,frecuencia"
13/05/2025,08:12:13 a. m.,txn-0733,user8,65.207.142.69,Aprobada,,web,"blacklist,token,geolocalización"
13/05/2025,08:12:14 a. m.,txn-0734,user23,46.198.216.206,Aprobada,,api,"blacklist,frecuencia"
13/05/2025,08:12:15 a. m.,txn-0735,user71,50.12.47.104,Rechazada,Límite diario excedido,api,geolocalización
13/05/2025,08:12:16 a. m.,txn-0736,user22,173.109.199.60,Aprobada,,web,geolocalización
13/05/2025,08:12:17 a. m.,txn-0737,user71,125.248.6.185,Aprobada,,api,"geolocalización,token"
13/05/2025,08:12:18 a. m.,txn-0738,user84,120.61.248.108,Aprobada,,api,blacklist
13/05/2025,08:12:19 a. m.,txn-0739,user28,6.163.123.48,Aprobada,,mobile,"frecuencia,token"
13/05/2025,08:12:20 a. m.,txn-0740,user90,50.133.19.6,Aprobada,,api,"token,frecuencia"
13/05/2025,08:12:21 a. m.,txn-0741,user98,52.36.64.32,Aprobada,,mobile,"geolocalización,frecuencia"
13/05/2025,08:12:22 a. m.,txn-0742,user39,15.168.157.51,Aprobada,,api,"token,frecuencia"
13/05/2025,08:12:23 a. m.,txn-0743,user59,98.75.186.79,Aprobada,,api,token
